Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,team,match_url
Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,,
Aimar Oroz,10.0,es ESP,AM,23-265,76,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,,,03c57e2b_summary,https://fbref.com/en/matches/d34e407e/Real-Madrid-Osasuna-August-19-2025-La-Liga
Moi Gómez,16.0,es ESP,"FW,MF",31-057,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,03c57e2b_summary,https://fbref.com/en/matches/d34e407e/Real-Madrid-Osasuna-August-19-2025-La-Liga
Rubén García,14.0,es ESP,AM,32-036,65,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,,,03c57e2b_summary,https://fbref.com/en/matches/d34e407e/Real-Madrid-Osasuna-August-19-2025-La-Liga
Víctor Muñoz,21.0,es ESP,FW,22-037,25,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,03c57e2b_summary,https://fbref.com/en/matches/d34e407e/Real-Madrid-Osasuna-August-19-2025-La-Liga
Abel Bretones,23.0,es ESP,DM,24-363,89,0,0,0,0,0,0,0,1,1,2,0,1,2,0,0,,,03c57e2b_summary,https://fbref.com/en/matches/d34e407e/Real-Madrid-Osasuna-August-19-2025-La-Liga
Lucas Torró,6.0,es ESP,DM,31-031,90,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,,03c57e2b_summary,https://fbref.com/en/matches/d34e407e/Real-Madrid-Osasuna-August-19-2025-La-Liga
Jon Moncayola,7.0,es ESP,DM,27-098,90,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,,,03c57e2b_summary,https://fbref.com/en/matches/d34e407e/Real-Madrid-Osasuna-August-19-2025-La-Liga
Valentin Rosier,19.0,fr FRA,DM,29-000,90,0,0,0,0,0,0,0,0,2,0,0,2,1,3,0,,,03c57e2b_summary,https://fbref.com/en/matches/d34e407e/Real-Madrid-Osasuna-August-19-2025-La-Liga
Juan Cruz Armada,3.0,es ESP,CB,33-022,84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,03c57e2b_summary,https://fbref.com/en/matches/d34e407e/Real-Madrid-Osasuna-August-19-2025-La-Liga
Raúl,9.0,es ESP,FW,24-289,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,03c57e2b_summary,https://fbref.com/en/matches/d34e407e/Real-Madrid-Osasuna-August-19-2025-La-Liga
Catena,24.0,es ESP,CB,30-295,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,03c57e2b_summary,https://fbref.com/en/matches/d34e407e/Real-Madrid-Osasuna-August-19-2025-La-Liga
Enzo Boyomo,22.0,cm CMR,CB,23-316,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,03c57e2b_summary,https://fbref.com/en/matches/d34e407e/Real-Madrid-Osasuna-August-19-2025-La-Liga
Sergio Herrera,1.0,es ESP,GK,32-075,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,03c57e2b_summary,https://fbref.com/en/matches/d34e407e/Real-Madrid-Osasuna-August-19-2025-La-Liga
14 Players,,,,,989,0,0,0,0,2,0,0,1,12,10,0,8,10,7,0,,,03c57e2b_summary,https://fbref.com/en/matches/d34e407e/Real-Madrid-Osasuna-August-19-2025-La-Liga
Cucho,19.0,co COL,FW,26-124,84,0,0,0,0,4,0,1,0,2,1,2,2,2,0,0,,,fc536746_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Cédric Bakambu,11.0,cd COD,FW,34-133,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,fc536746_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Rodrigo Riquelme,17.0,es ESP,AM,25-142,57,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,fc536746_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Pablo Garcia,52.0,es ESP,FW,19-070,33,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,,,fc536746_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Giovani Lo Celso,20.0,ar ARG,AM,29-135,85,1,0,0,0,2,2,1,0,1,6,0,5,0,0,0,,,fc536746_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Valentín Gómez,16.0,ar ARG,DF,22-057,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,fc536746_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Aitor Ruibal,24.0,es ESP,AM,29-153,90,0,0,0,0,3,1,0,0,2,1,0,2,0,0,0,,,fc536746_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Pablo Fornals,8.0,es ESP,DM,29-181,90,0,0,0,0,1,0,0,0,0,2,0,2,1,1,0,,,fc536746_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Sergi Altimira,6.0,es ESP,DM,23-362,90,0,0,0,0,0,0,0,0,1,1,0,1,1,4,0,,,fc536746_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Junior Firpo,23.0,do DOM,LB,29-000,70,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,,,fc536746_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Ricardo Rodríguez,12.0,ch SUI,"DF,MF",32-362,20,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,,,fc536746_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Natan,4.0,br BRA,CB,24-197,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,fc536746_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Marc Bartra,5.0,es ESP,CB,34-219,90,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,,,fc536746_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Héctor Bellerín,2.0,es ESP,RB,30-156,90,0,0,0,0,1,1,0,0,1,0,0,3,0,0,0,,,fc536746_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Pau López,25.0,es ESP,GK,30-252,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,fc536746_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
15 Players,,,,,990,1,0,0,0,16,5,2,0,10,14,2,18,5,12,0,,,fc536746_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Toni Martínez,11.0,es ESP,FW,28-053,57,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,8d6fd021_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Mariano,9.0,do DOM,FW,32-021,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,8d6fd021_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Jon Guridi,18.0,es ESP,FW,30-175,57,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,,,8d6fd021_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Abde Rebbach,21.0,dz ALG,MF,27-011,33,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,,,8d6fd021_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Carles Aleñá,10.0,es ESP,LM,27-229,90,0,0,0,0,1,0,0,0,2,0,0,4,1,0,0,,,8d6fd021_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Antonio Blanco,8.0,es ESP,CM,25-030,88,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,,,8d6fd021_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Lander Pinillos,28.0,es ESP,MF,21-320,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,8d6fd021_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Pablo Ibáñez,19.0,es ESP,CM,26-336,57,0,0,0,0,1,0,1,0,1,1,0,2,0,0,0,,,8d6fd021_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Ander Guevara,6.0,es ESP,MF,28-046,33,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,,,8d6fd021_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Carlos Vicente,7.0,es ESP,RM,26-121,90,0,0,0,0,0,0,0,0,3,3,1,4,2,0,0,,,8d6fd021_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Victor Parada,24.0,es ESP,LB,23-140,76,0,0,0,0,1,0,0,0,1,2,0,1,0,1,0,,,8d6fd021_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Calebe,20.0,br BRA,MF,25-114,14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,8d6fd021_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Nahuel Tenaglia,14.0,ar ARG,CB,29-182,90,0,0,0,0,1,0,0,0,1,1,0,0,1,3,0,,,8d6fd021_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Facundo Garcés,2.0,my MAS,CB,25-351,90,0,0,0,0,2,2,1,0,2,0,0,0,2,2,0,,,8d6fd021_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Jonny Castro,17.0,es ESP,RB,31-172,90,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,,,8d6fd021_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Antonio Sivera,1.0,es ESP,GK,29-011,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8d6fd021_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
16 Players,,,,,990,0,0,0,0,11,5,3,0,17,10,3,15,11,8,0,,,8d6fd021_summary,https://fbref.com/en/matches/6ca13ea8/Real-Betis-Alaves-August-22-2025-La-Liga
Mateo Joseph,18.0,es ESP,FW,21-308,67,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,,,2aa12281_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Abdón Prats,9.0,es ESP,FW,32-259,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2aa12281_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Sergi Darder,10.0,es ESP,AM,31-244,90,0,0,0,0,0,0,0,0,0,2,1,7,0,0,0,,,2aa12281_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Pablo Torre,20.0,es ESP,AM,22-142,81,0,0,0,0,1,1,0,0,2,1,0,2,0,1,0,,,2aa12281_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Jan Salas,28.0,es ESP,MF,20-013,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2aa12281_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Takuma Asano,11.0,jp JPN,AM,30-286,67,0,0,0,0,1,0,1,0,2,2,0,1,0,0,0,,,2aa12281_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Marc Domenech,30.0,es ESP,FW,19-234,23,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,2aa12281_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Omar Mascarell,5.0,gq EQG,DM,32-202,67,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,,,2aa12281_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Dani Rodríguez,14.0,es ESP,"FW,MF",37-078,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,2aa12281_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Antonio Sánchez,6.0,es ESP,DM,28-234,45,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,,,2aa12281_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Marash Kumbulla,4.0,al ALB,DF,25-196,45,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,,2aa12281_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Johan Mojica,22.0,co COL,LB,33-002,90,0,0,0,0,1,0,0,0,2,0,0,7,0,0,0,,,2aa12281_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Antonio Raillo,21.0,es ESP,CB,33-319,90,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,,,2aa12281_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Martin Valjent,24.0,sk SVK,CB,29-255,90,0,0,0,0,1,1,0,0,1,2,0,0,3,0,0,,,2aa12281_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Mateu Morey,2.0,es ESP,RB,25-174,90,1,0,0,0,1,1,0,0,1,0,0,3,1,0,0,,,2aa12281_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Leo Román,1.0,es ESP,GK,25-048,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2aa12281_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
16 Players,,,,,990,1,0,0,0,12,4,3,0,12,12,1,22,6,3,0,,,2aa12281_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Pablo Durán,18.0,es ESP,FW,24-090,89,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Bryan Zaragoza,15.0,es ESP,"FW,MF",23-348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Ferran Jutglà,9.0,es ESP,AM,26-203,71,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Borja Iglesias,7.0,es ESP,FW,32-218,19,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Iago Aspas,10.0,es ESP,AM,38-022,62,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,,,f25da7fb_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Williot Swedberg,19.0,se SWE,"FW,MF",21-203,28,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Sergio Carreira,5.0,es ESP,DM,24-314,90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Ilaix Moriba,6.0,gn GUI,DM,22-216,90,0,0,0,0,3,1,0,0,1,3,0,0,1,1,0,,,f25da7fb_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Hugo Sotelo,22.0,es ESP,DM,21-247,72,0,1,0,0,0,0,1,0,1,0,0,3,1,1,0,,,f25da7fb_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Fran Beltrán,8.0,es ESP,MF,26-201,18,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Javier Rueda Garcia,17.0,es ESP,DM,23-107,90,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,,,f25da7fb_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Marcos Alonso,20.0,es ESP,CB,34-238,90,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,,,f25da7fb_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Carlos Dominguez,24.0,es ESP,CB,24-193,90,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Manu Fernández,12.0,es ESP,CB,24-122,62,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Javi Rodríguez,32.0,es ESP,DF,22-058,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Ionuț Radu,13.0,ro ROU,GK,28-087,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,f25da7fb_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
16 Players,,,,,990,1,1,0,0,8,2,3,0,12,11,1,11,6,7,0,,,f25da7fb_summary,https://fbref.com/en/matches/cb91c0c1/Mallorca-Celta-Vigo-August-23-2025-La-Liga
Julián Álvarez,19.0,ar ARG,FW,25-204,90,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,,,db3b9613_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Alexander Sørloth,9.0,no NOR,FW,29-261,67,1,0,0,0,3,2,0,0,2,0,0,1,0,0,0,,,db3b9613_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Giacomo Raspadori,22.0,it ITA,"FW,MF",25-186,23,0,0,0,0,2,1,0,0,1,0,1,2,0,0,0,,,db3b9613_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Thiago Almada,11.0,ar ARG,LM,24-119,67,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,,,db3b9613_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Conor Gallagher,4.0,eng ENG,MF,25-198,23,0,0,0,0,1,0,0,0,2,0,0,2,2,0,0,,,db3b9613_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Pablo Barrios,8.0,es ESP,CM,22-069,90,0,0,0,0,2,0,0,0,0,1,0,3,2,3,0,,,db3b9613_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Johnny Cardoso,5.0,us USA,CM,23-337,67,0,0,0,0,0,0,0,0,1,2,0,2,0,3,0,,,db3b9613_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Antoine Griezmann,7.0,fr FRA,"FW,MF",34-155,23,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,,,db3b9613_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Giuliano Simeone,20.0,ar ARG,RM,22-248,74,0,0,0,0,1,0,0,0,2,1,1,2,1,0,0,,,db3b9613_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Nahuel Molina,16.0,ar ARG,"DF,MF",27-139,16,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,,,db3b9613_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Matteo Ruggeri,3.0,it ITA,LB,23-043,74,0,0,0,0,0,0,0,0,1,1,0,4,2,1,0,,,db3b9613_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Javi Galán,21.0,es ESP,"DF,MF",30-277,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,db3b9613_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Dávid Hancko,17.0,sk SVK,CB,27-253,90,0,1,0,0,1,1,0,0,1,0,0,1,2,0,0,,,db3b9613_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Robin Le Normand,24.0,es ESP,CB,28-285,90,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,db3b9613_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Marcos Llorente,14.0,es ESP,RB,30-205,90,0,0,0,0,1,0,0,0,2,0,1,3,1,1,0,,,db3b9613_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Jan Oblak,13.0,si SVN,GK,32-228,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,db3b9613_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
16 Players,,,,,990,1,1,0,0,13,6,0,0,14,7,3,37,11,9,0,,,db3b9613_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Rafa Mir,10.0,es ESP,FW,28-066,66,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,,,6c8b07df_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
André Silva,9.0,pt POR,FW,29-290,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6c8b07df_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Álvaro Rodríguez,20.0,uy URU,FW,21-040,90,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,,,6c8b07df_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Rodrigo Mendoza,30.0,es ESP,AM,20-161,67,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,,,6c8b07df_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Martim Neto,16.0,pt POR,MF,22-221,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6c8b07df_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Germán Valera,11.0,es ESP,DM,23-160,90,0,0,0,0,0,0,0,0,1,4,0,1,2,1,0,,,6c8b07df_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Aleix Febas,14.0,es ESP,DM,29-202,90,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,,,6c8b07df_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Marc Aguado,8.0,es ESP,DM,25-182,84,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,,,6c8b07df_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Federico Redondo,5.0,ar ARG,MF,22-217,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,6c8b07df_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Álvaro Núñez,15.0,es ESP,DM,25-047,90,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,6c8b07df_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Pedro Bigas,6.0,es ESP,CB,34-342,81,0,0,0,0,1,1,0,0,0,1,0,1,3,1,0,,,6c8b07df_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Léo Pétrot,21.0,fr FRA,DF,28-130,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6c8b07df_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
David Affengruber,22.0,at AUT,CB,24-157,90,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,,,6c8b07df_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
John Donald,18.0,es ESP,CB,24-358,45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,6c8b07df_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Víctor Chust,23.0,es ESP,DF,25-171,45,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,6c8b07df_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Matías Dituro,1.0,ar ARG,GK,38-107,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,6c8b07df_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
16 Players,,,,,990,1,1,0,0,6,2,3,0,7,12,0,4,9,11,0,,,6c8b07df_summary,https://fbref.com/en/matches/11a8655e/Atletico-Madrid-Elche-August-23-2025-La-Liga
Iván Romero,9.0,es ESP,FW,24-135,74,1,0,0,0,1,1,0,0,1,3,2,0,0,0,0,,,9800b6a1_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Iker Losada,18.0,es ESP,MF,24-022,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,9800b6a1_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
José Luis Morales,11.0,es ESP,LM,38-031,58,1,0,1,1,3,2,1,0,1,1,2,0,0,1,0,,,9800b6a1_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Carlos Álvarez,24.0,es ESP,MF,22-017,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,9800b6a1_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
Oriol Rey,20.0,es ESP,CM,27-179,90,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,,,9800b6a1_summary,https://fbref.com/en/matches/28628853/Levante-Barcelona-August-23-2025-La-Liga
